ID.S;ID;TIPO;COSTO
O.E.14.P.3.D.32.d;E14.P3.D32;H;361.085608
O.E.14.P.3.D.33;;H;361.085608
O.E.14.P.3.D.33.d;E14.P3.D33;H;361.085608
O.E.14.P.3.D.34;;H;361.085608
O.E.14.P.3.D.34.d;E14.P3.D34;H;361.085608
O.E.14.P.3.G;;H;2082.421675
O.E.14.P.3.G.d;E14.P3;H;2082.421675
O.E.14.P.4;;H;2804.592891
O.E.14.P.4.D;E14.P4.D;H;1805.428040
O.E.14.P.4.D.41;;H;361.085608
O.E.14.P.4.D.41.d;E14.P4.D41;H;361.085608
O.E.14.P.4.D.42;;H;361.085608
O.E.14.P.4.D.42.d;E14.P4.D42;H;361.085608
O.E.14.P.4.D.43;;H;361.085608
O.E.14.P.4.D.43.d;E14.P4.D43;H;361.085608
O.E.14.P.4.D.44;;H;361.085608
O.E.14.P.4.D.44.d;E14.P4.D44;H;361.085608
O.E.14.P.4.G;;H;2804.592891
O.E.14.P.4.G.d;E14.P4;H;2804.592891
O.E.15;;H;14041.140881
O.E.15.G;;H;14041.140881
O.E.15.G.d;E15;H;14041.140881
O.E.15.L;E15.L;H;1491.337000
O.E.15.L.0;;H;745.668500
O.E.15.L.0.d;E15.L0;H;745.668500
O.E.15.L.1;;H;745.668500
O.E.15.L.1.d;E15.L1;H;745.668500
O.E.15.N;E15.N;H;768.548004
O.E.15.N.0;E15.N0;H;384.274002
O.E.15.N.0.C;E15.N0.C;H;384.274002
O.E.15.N.0.C.1;E15.N0.C1;H;64.045667
O.E.15.N.0.C.2;E15.N0.C2;H;64.045667
O.E.15.N.0.C.3;E15.N0.C3;H;64.045667
O.E.15.N.0.C.4;E15.N0.C4;H;64.045667
O.E.15.N.0.C.5;E15.N0.C5;H;64.045667
O.E.15.N.0.C.6;E15.N0.C6;H;64.045667
O.E.15.N.1;E15.N1;H;384.274002
O.E.15.N.1.C;E15.N1.C;H;384.274002
O.E.15.N.1.C.1;E15.N1.C1;H;64.045667
O.E.15.N.1.C.2;E15.N1.C2;H;64.045667
O.E.15.N.1.C.3;E15.N1.C3;H;64.045667
O.E.15.N.1.C.4;E15.N1.C4;H;64.045667
O.E.15.N.1.C.5;E15.N1.C5;H;64.045667
O.E.15.N.1.C.6;E15.N1.C6;H;64.045667
O.E.15.P;E15.P;H;10977.695877
O.E.15.P.0;;H;1237.444365
O.E.15.P.0.D;E15.P0.D;H;722.171216
O.E.15.P.0.D.01;;H;361.085608
O.E.15.P.0.D.01.d;E15.P0.D01;H;361.085608
O.E.15.P.0.D.02;;H;361.085608
O.E.15.P.0.D.02.d;E15.P0.D02;H;361.085608
O.E.15.P.0.G;;H;1237.444365
O.E.15.P.0.G.d;E15.P0;H;1237.444365
O.E.15.P.1;;H;2409.729663
O.E.15.P.1.D;E15.P1.D;H;1463.913201
O.E.15.P.1.D.11;;H;361.085608
O.E.15.P.1.D.11.d;E15.P1.D11;H;361.085608
O.E.15.P.1.D.12;;H;361.085608
O.E.15.P.1.D.12.d;E15.P1.D12;H;361.085608
O.E.15.P.1.D.13;;H;380.656377
O.E.15.P.1.D.13.d;E15.P1.D13;H;380.656377
O.E.15.P.1.D.14;;H;361.085608
O.E.15.P.1.D.14.d;E15.P1.D14;H;361.085608
O.E.15.P.1.G;;H;2409.729663
O.E.15.P.1.G.d;E15.P1;H;2409.729663
O.E.15.P.2;;H;2443.507283
O.E.15.P.2.D;E15.P2.D;H;1444.342432
O.E.15.P.2.D.21;;H;361.085608
O.E.15.P.2.D.21.d;E15.P2.D21;H;361.085608
O.E.15.P.2.D.22;;H;361.085608
O.E.15.P.2.D.22.d;E15.P2.D22;H;361.085608
O.E.15.P.2.D.23;;H;361.085608
O.E.15.P.2.D.23.d;E15.P2.D23;H;361.085608
O.E.15.P.2.D.24;;H;361.085608
O.E.15.P.2.D.24.d;E15.P2.D24;H;361.085608
O.E.15.P.2.G;;H;2443.507283
O.E.15.P.2.G.d;E15.P2;H;2443.507283
O.E.15.P.3;;H;2082.421675
O.E.15.P.3.D;E15.P3.D;H;1083.256824
O.E.15.P.3.D.31;;H;361.085608
O.E.15.P.3.D.31.d;E15.P3.D31;H;361.085608
O.E.15.P.3.D.32;;H;361.085608
O.E.15.P.3.D.32.d;E15.P3.D32;H;361.085608
O.E.15.P.3.D.33;;H;361.085608
O.E.15.P.3.D.33.d;E15.P3.D33;H;361.085608
O.E.15.P.3.D.34;;H;361.085608
O.E.15.P.3.D.34.d;E15.P3.D34;H;361.085608
O.E.15.P.3.G;;H;2082.421675
O.E.15.P.3.G.d;E15.P3;H;2082.421675
O.E.15.P.4;;H;2804.592891
O.E.15.P.4.D;E15.P4.D;H;1805.428040
O.E.15.P.4.D.41;;H;361.085608
O.E.15.P.4.D.41.d;E15.P4.D41;H;361.085608
O.E.15.P.4.D.42;;H;361.085608
O.E.15.P.4.D.42.d;E15.P4.D42;H;361.085608
O.E.15.P.4.D.43;;H;361.085608
O.E.15.P.4.D.43.d;E15.P4.D43;H;361.085608
O.E.15.P.4.D.44;;H;361.085608
O.E.15.P.4.D.44.d;E15.P4.D44;H;361.085608
O.E.15.P.4.G;;H;2804.592891
O.E.15.P.4.G.d;E15.P4;H;2804.592891
O.E.16;;H;14021.570112
O.E.16.G;;H;14021.570112
O.E.16.G.d;E16;H;14021.570112
O.E.16.L;E16.L;H;1491.337000
O.E.16.L.0;;H;745.668500
O.E.16.L.0.d;E16.L0;H;745.668500
O.E.16.L.1;;H;745.668500
O.E.16.L.1.d;E16.L1;H;745.668500
O.E.16.N;E16.N;H;768.548004
O.E.16.N.0;E16.N0;H;384.274002
O.E.16.N.0.C;E16.N0.C;H;384.274002
O.E.16.N.0.C.1;E16.N0.C1;H;64.045667
O.E.16.N.0.C.2;E16.N0.C2;H;64.045667
O.E.16.N.0.C.3;E16.N0.C3;H;64.045667
O.E.16.N.0.C.4;E16.N0.C4;H;64.045667
O.E.16.N.0.C.5;E16.N0.C5;H;64.045667
O.E.16.N.0.C.6;E16.N0.C6;H;64.045667
O.E.16.N.1;E16.N1;H;384.274002
O.E.16.N.1.C;E16.N1.C;H;384.274002
O.E.16.N.1.C.1;E16.N1.C1;H;64.045667
O.E.16.N.1.C.2;E16.N1.C2;H;64.045667
O.E.16.N.1.C.3;E16.N1.C3;H;64.045667
O.E.16.N.1.C.4;E16.N1.C4;H;64.045667
O.E.16.N.1.C.5;E16.N1.C5;H;64.045667
O.E.16.N.1.C.6;E16.N1.C6;H;64.045667
O.E.16.P;E16.P;H;10958.125108
O.E.16.P.0;;H;1237.444365
O.E.16.P.0.D;E16.P0.D;H;722.171216
O.E.16.P.0.D.01;;H;361.085608
O.E.16.P.0.D.01.d;E16.P0.D01;H;361.085608
O.E.16.P.0.D.02;;H;361.085608
O.E.16.P.0.D.02.d;E16.P0.D02;H;361.085608
O.E.16.P.0.G;;H;1237.444365
O.E.16.P.0.G.d;E16.P0;H;1237.444365
O.E.16.P.1;;H;2390.158894
O.E.16.P.1.D;E16.P1.D;H;1444.342432
O.E.16.P.1.D.11;;H;361.085608
O.E.16.P.1.D.11.d;E16.P1.D11;H;361.085608
O.E.16.P.1.D.12;;H;361.085608
O.E.16.P.1.D.12.d;E16.P1.D12;H;361.085608
O.E.16.P.1.D.13;;H;361.085608
O.E.16.P.1.D.13.d;E16.P1.D13;H;361.085608
O.E.16.P.1.D.14;;H;361.085608
O.E.16.P.1.D.14.d;E16.P1.D14;H;361.085608
O.E.16.P.1.G;;H;2390.158894
O.E.16.P.1.G.d;E16.P1;H;2390.158894
O.E.16.P.2;;H;2443.507283
O.E.16.P.2.D;E16.P2.D;H;1444.342432
O.E.16.P.2.D.21;;H;361.085608
O.E.16.P.2.D.21.d;E16.P2.D21;H;361.085608
O.E.16.P.2.D.22;;H;361.085608
O.E.16.P.2.D.22.d;E16.P2.D22;H;361.085608
O.E.16.P.2.D.23;;H;361.085608
O.E.16.P.2.D.23.d;E16.P2.D23;H;361.085608
O.E.16.P.2.D.24;;H;361.085608
O.E.16.P.2.D.24.d;E16.P2.D24;H;361.085608
O.E.16.P.2.G;;H;2443.507283
O.E.16.P.2.G.d;E16.P2;H;2443.507283
O.E.16.P.3;;H;2082.421675
O.E.16.P.3.D;E16.P3.D;H;1083.256824
O.E.16.P.3.D.31;;H;361.085608
O.E.16.P.3.D.31.d;E16.P3.D31;H;361.085608
O.E.16.P.3.D.32;;H;361.085608
O.E.16.P.3.D.32.d;E16.P3.D32;H;361.085608
O.E.16.P.3.D.33;;H;361.085608
O.E.16.P.3.D.33.d;E16.P3.D33;H;361.085608
O.E.16.P.3.D.34;;H;361.085608
O.E.16.P.3.D.34.d;E16.P3.D34;H;361.085608
O.E.16.P.3.G;;H;2082.421675
O.E.16.P.3.G.d;E16.P3;H;2082.421675
O.E.16.P.4;;H;2804.592891
O.E.16.P.4.D;E16.P4.D;H;1805.428040
O.E.16.P.4.D.41;;H;361.085608
O.E.16.P.4.D.41.d;E16.P4.D41;H;361.085608
O.E.16.P.4.D.42;;H;361.085608
O.E.16.P.4.D.42.d;E16.P4.D42;H;361.085608
O.E.16.P.4.D.43;;H;361.085608
O.E.16.P.4.D.43.d;E16.P4.D43;H;361.085608
O.E.16.P.4.D.44;;H;361.085608
O.E.16.P.4.D.44.d;E16.P4.D44;H;361.085608
O.E.16.P.4.G;;H;2804.592891
O.E.16.P.4.G.d;E16.P4;H;2804.592891
O.E.17;;H;14021.570112
O.E.17.G;;H;14021.570112
O.E.17.G.d;E17;H;14021.570112
O.E.17.L;E17.L;H;1491.337000
O.E.17.L.0;;H;745.668500
O.E.17.L.0.d;E17.L0;H;745.668500
O.E.17.L.1;;H;745.668500
O.E.17.L.1.d;E17.L1;H;745.668500
O.E.17.N;E17.N;H;768.548004
O.E.17.N.0;E17.N0;H;384.274002
O.E.17.N.0.C;E17.N0.C;H;384.274002
O.E.17.N.0.C.1;E17.N0.C1;H;64.045667
O.E.17.N.0.C.2;E17.N0.C2;H;64.045667
O.E.17.N.0.C.3;E17.N0.C3;H;64.045667
O.E.17.N.0.C.4;E17.N0.C4;H;64.045667
O.E.17.N.0.C.5;E17.N0.C5;H;64.045667
O.E.17.N.0.C.6;E17.N0.C6;H;64.045667
O.E.17.N.1;E17.N1;H;384.274002
O.E.17.N.1.C;E17.N1.C;H;384.274002
O.E.17.N.1.C.1;E17.N1.C1;H;64.045667
O.E.17.N.1.C.2;E17.N1.C2;H;64.045667
O.E.17.N.1.C.3;E17.N1.C3;H;64.045667
O.E.17.N.1.C.4;E17.N1.C4;H;64.045667
O.E.17.N.1.C.5;E17.N1.C5;H;64.045667
O.E.17.N.1.C.6;E17.N1.C6;H;64.045667
O.E.17.P;E17.P;H;10958.125108
O.E.17.P.0;;H;1237.444365
O.E.17.P.0.D;E17.P0.D;H;722.171216
O.E.17.P.0.D.01;;H;361.085608
O.E.17.P.0.D.01.d;E17.P0.D01;H;361.085608
O.E.17.P.0.D.02;;H;361.085608
O.E.17.P.0.D.02.d;E17.P0.D02;H;361.085608
O.E.17.P.0.G;;H;1237.444365
O.E.17.P.0.G.d;E17.P0;H;1237.444365
O.E.17.P.1;;H;2390.158894
O.E.17.P.1.D;E17.P1.D;H;1444.342432
O.E.17.P.1.D.11;;H;361.085608
O.E.17.P.1.D.11.d;E17.P1.D11;H;361.085608
O.E.17.P.1.D.12;;H;361.085608
O.E.17.P.1.D.12.d;E17.P1.D12;H;361.085608
O.E.17.P.1.D.13;;H;361.085608
O.E.17.P.1.D.13.d;E17.P1.D13;H;361.085608
O.E.17.P.1.D.14;;H;361.085608
O.E.17.P.1.D.14.d;E17.P1.D14;H;361.085608
O.E.17.P.1.G;;H;2390.158894
O.E.17.P.1.G.d;E17.P1;H;2390.158894
O.E.17.P.2;;H;2443.507283
O.E.17.P.2.D;E17.P2.D;H;1444.342432
O.E.17.P.2.D.21;;H;361.085608
O.E.17.P.2.D.21.d;E17.P2.D21;H;361.085608
O.E.17.P.2.D.22;;H;361.085608
O.E.17.P.2.D.22.d;E17.P2.D22;H;361.085608
O.E.17.P.2.D.23;;H;361.085608
O.E.17.P.2.D.23.d;E17.P2.D23;H;361.085608
O.E.17.P.2.D.24;;H;361.085608
O.E.17.P.2.D.24.d;E17.P2.D24;H;361.085608
O.E.17.P.2.G;;H;2443.507283
O.E.17.P.2.G.d;E17.P2;H;2443.507283
O.E.17.P.3;;H;2082.421675
O.E.17.P.3.D;E17.P3.D;H;1083.256824
O.E.17.P.3.D.31;;H;361.085608
O.E.17.P.3.D.31.d;E17.P3.D31;H;361.085608
O.E.17.P.3.D.32;;H;361.085608
O.E.17.P.3.D.32.d;E17.P3.D32;H;361.085608
O.E.17.P.3.D.33;;H;361.085608
O.E.17.P.3.D.33.d;E17.P3.D33;H;361.085608
O.E.17.P.3.D.34;;H;361.085608
O.E.17.P.3.D.34.d;E17.P3.D34;H;361.085608
O.E.17.P.3.G;;H;2082.421675
O.E.17.P.3.G.d;E17.P3;H;2082.421675
O.E.17.P.4;;H;2804.592891
O.E.17.P.4.D;E17.P4.D;H;1805.428040
O.E.17.P.4.D.41;;H;361.085608
O.E.17.P.4.D.41.d;E17.P4.D41;H;361.085608
O.E.17.P.4.D.42;;H;361.085608
O.E.17.P.4.D.42.d;E17.P4.D42;H;361.085608
O.E.17.P.4.D.43;;H;361.085608
O.E.17.P.4.D.43.d;E17.P4.D43;H;361.085608
O.E.17.P.4.D.44;;H;361.085608
O.E.17.P.4.D.44.d;E17.P4.D44;H;361.085608
O.E.17.P.4.G;;H;2804.592891
O.E.17.P.4.G.d;E17.P4;H;2804.592891
O.E.18;;H;12784.125741
O.E.18.G;;H;12784.125741
O.E.18.G.d;E18;H;12784.125741
O.E.18.L;E18.L;H;1491.337000
O.E.18.L.1;;H;1491.337000
O.E.18.L.1.d;E18.L1;H;1491.337000
O.E.18.N;E18.N;H;768.547998
O.E.18.N.1;E18.N1;H;768.547998
O.E.18.N.1.C;E18.N1.C;H;768.547998
O.E.18.N.1.C.1;E18.N1.C1;H;128.091333
O.E.18.N.1.C.2;E18.N1.C2;H;128.091333
O.E.18.N.1.C.3;E18.N1.C3;H;128.091333
O.E.18.N.1.C.4;E18.N1.C4;H;128.091333
O.E.18.N.1.C.5;E18.N1.C5;H;128.091333
O.E.18.N.1.C.6;E18.N1.C6;H;128.091333
O.E.18.P;E18.P;H;9720.680743
O.E.18.P.1;;H;2390.158894
O.E.18.P.1.D;E18.P1.D;H;1444.342432
O.E.18.P.1.D.11;;H;361.085608
O.E.18.P.1.D.11.d;E18.P1.D11;H;361.085608
O.E.18.P.1.D.12;;H;361.085608
O.E.18.P.1.D.12.d;E18.P1.D12;H;361.085608
O.E.18.P.1.D.13;;H;361.085608
O.E.18.P.1.D.13.d;E18.P1.D13;H;361.085608
O.E.18.P.1.D.14;;H;361.085608
O.E.18.P.1.D.14.d;E18.P1.D14;H;361.085608
O.E.18.P.1.G;;H;2390.158894
O.E.18.P.1.G.d;E18.P1;H;2390.158894
O.E.18.P.2;;H;2443.507283
O.E.18.P.2.D;E18.P2.D;H;1444.342432
O.E.18.P.2.D.21;;H;361.085608
O.E.18.P.2.D.21.d;E18.P2.D21;H;361.085608
O.E.18.P.2.D.22;;H;361.085608
O.E.18.P.2.D.22.d;E18.P2.D22;H;361.085608
O.E.18.P.2.D.23;;H;361.085608
O.E.18.P.2.D.23.d;E18.P2.D23;H;361.085608
O.E.18.P.2.D.24;;H;361.085608
O.E.18.P.2.D.24.d;E18.P2.D24;H;361.085608
O.E.18.P.2.G;;H;2443.507283
O.E.18.P.2.G.d;E18.P2;H;2443.507283
O.E.18.P.3;;H;2082.421675
O.E.18.P.3.D;E18.P3.D;H;1083.256824
O.E.18.P.3.D.31;;H;361.085608
O.E.18.P.3.D.31.d;E18.P3.D31;H;361.085608
O.E.18.P.3.D.32;;H;361.085608
O.E.18.P.3.D.32.d;E18.P3.D32;H;361.085608
O.E.18.P.3.D.33;;H;361.085608
O.E.18.P.3.D.33.d;E18.P3.D33;H;361.085608
O.E.18.P.3.D.34;;H;361.085608
O.E.18.P.3.D.34.d;E18.P3.D34;H;361.085608
O.E.18.P.3.G;;H;2082.421675
O.E.18.P.3.G.d;E18.P3;H;2082.421675
O.E.18.P.4;;H;1805.428040
O.E.18.P.4.D;E18.P4.D;H;1805.428040
O.E.18.P.4.D.41;;H;361.085608
O.E.18.P.4.D.41.d;E18.P4.D41;H;361.085608
O.E.18.P.4.D.42;;H;361.085608
O.E.18.P.4.D.42.d;E18.P4.D42;H;361.085608
O.E.18.P.4.D.43;;H;361.085608
O.E.18.P.4.D.43.d;E18.P4.D43;H;361.085608
O.E.18.P.4.D.44;;H;361.085608
O.E.18.P.4.D.44.d;E18.P4.D44;H;361.085608
O.E.18.P.4.G;;H;2804.592891
O.E.18.P.4.G.d;E18.P4;H;2804.592891
O.E.19;;H;12784.125741
O.E.19.G;;H;12784.125741
O.E.19.G.d;E19;H;12784.125741
O.E.19.L;E19.L;H;1491.337000
O.E.19.L.1;;H;1491.337000
O.E.19.L.1.d;E19.L1;H;1491.337000
O.E.19.N;E19.N;H;768.547998
O.E.19.N.1;E19.N1;H;768.547998
O.E.19.N.1.C;E19.N1.C;H;768.547998
O.E.19.N.1.C.1;E19.N1.C1;H;128.091333
O.E.19.N.1.C.2;E19.N1.C2;H;128.091333
O.E.19.N.1.C.3;E19.N1.C3;H;128.091333
O.E.19.N.1.C.4;E19.N1.C4;H;128.091333
O.E.19.N.1.C.5;E19.N1.C5;H;128.091333
O.E.19.N.1.C.6;E19.N1.C6;H;128.091333
O.E.19.P;E19.P;H;9720.680743
O.E.19.P.1;;H;2390.158894
O.E.19.P.1.D;E19.P1.D;H;1444.342432
O.E.19.P.1.D.11;;H;361.085608
O.E.19.P.1.D.11.d;E19.P1.D11;H;361.085608
O.E.19.P.1.D.12;;H;361.085608
O.E.19.P.1.D.12.d;E19.P1.D12;H;361.085608
O.E.19.P.1.D.13;;H;361.085608
O.E.19.P.1.D.13.d;E19.P1.D13;H;361.085608
O.E.19.P.1.D.14;;H;361.085608
O.E.19.P.1.D.14.d;E19.P1.D14;H;361.085608
O.E.19.P.1.G;;H;2390.158894
O.E.19.P.1.G.d;E19.P1;H;2390.158894
O.E.19.P.2;;H;2443.507283
O.E.19.P.2.D;E19.P2.D;H;1444.342432
O.E.19.P.2.D.21;;H;361.085608
O.E.19.P.2.D.21.d;E19.P2.D21;H;361.085608
O.E.19.P.2.D.22;;H;361.085608
O.E.19.P.2.D.22.d;E19.P2.D22;H;361.085608
O.E.19.P.2.D.23;;H;361.085608
O.E.19.P.2.D.23.d;E19.P2.D23;H;361.085608
O.E.19.P.2.D.24;;H;361.085608
O.E.19.P.2.D.24.d;E19.P2.D24;H;361.085608
O.E.19.P.2.G;;H;2443.507283
O.E.19.P.2.G.d;E19.P2;H;2443.507283
O.E.19.P.3;;H;2082.421675
O.E.19.P.3.D;E19.P3.D;H;1083.256824
O.E.19.P.3.D.31;;H;361.085608
O.E.19.P.3.D.31.d;E19.P3.D31;H;361.085608
O.E.19.P.3.D.32;;H;361.085608
O.E.19.P.3.D.32.d;E19.P3.D32;H;361.085608
O.E.19.P.3.D.33;;H;361.085608
O.E.19.P.3.D.33.d;E19.P3.D33;H;361.085608
O.E.19.P.3.D.34;;H;361.085608
O.E.19.P.3.D.34.d;E19.P3.D34;H;361.085608
O.E.19.P.3.G;;H;2082.421675
O.E.19.P.3.G.d;E19.P3;H;2082.421675
O.E.19.P.4;;H;1805.428040
O.E.19.P.4.D;E19.P4.D;H;1805.428040
O.E.19.P.4.D.41;;H;361.085608
O.E.19.P.4.D.41.d;E19.P4.D41;H;361.085608
O.E.19.P.4.D.42;;H;361.085608
O.E.19.P.4.D.42.d;E19.P4.D42;H;361.085608
O.E.19.P.4.D.43;;H;361.085608
O.E.19.P.4.D.43.d;E19.P4.D43;H;361.085608
O.E.19.P.4.D.44;;H;361.085608
O.E.19.P.4.D.44.d;E19.P4.D44;H;361.085608
O.E.19.P.4.G;;H;2804.592891
O.E.19.P.4.G.d;E19.P4;H;2804.592891
O.E.20;;H;12784.125741
O.E.20.G;;H;12784.125741
O.E.20.G.d;E20;H;12784.125741
O.E.20.L;E20.L;H;1491.337000
O.E.20.L.1;;H;1491.337000
O.E.20.L.1.d;E20.L1;H;1491.337000
O.E.20.N;E20.N;H;768.547998
O.E.20.N.1;E20.N1;H;768.547998
O.E.20.N.1.C;E20.N1.C;H;768.547998
O.E.20.N.1.C.1;E20.N1.C1;H;128.091333
O.E.20.N.1.C.2;E20.N1.C2;H;128.091333
O.E.20.N.1.C.3;E20.N1.C3;H;128.091333
O.E.20.N.1.C.4;E20.N1.C4;H;128.091333
O.E.20.N.1.C.5;E20.N1.C5;H;128.091333
O.E.20.N.1.C.6;E20.N1.C6;H;128.091333
O.E.20.P;E20.P;H;9720.680743
O.E.20.P.1;;H;2390.158894
O.E.20.P.1.D;E20.P1.D;H;1444.342432
O.E.20.P.1.D.11;;H;361.085608
O.E.20.P.1.D.11.d;E20.P1.D11;H;361.085608
O.E.20.P.1.D.12;;H;361.085608
O.E.20.P.1.D.12.d;E20.P1.D12;H;361.085608
O.E.20.P.1.D.13;;H;361.085608
O.E.20.P.1.D.13.d;E20.P1.D13;H;361.085608
O.E.20.P.1.D.14;;H;361.085608
O.E.20.P.1.D.14.d;E20.P1.D14;H;361.085608
O.E.20.P.1.G;;H;2390.158894
O.E.20.P.1.G.d;E20.P1;H;2390.158894
O.E.20.P.2;;H;2443.507283
O.E.20.P.2.D;E20.P2.D;H;1444.342432
O.E.20.P.2.D.21;;H;361.085608
O.E.20.P.2.D.21.d;E20.P2.D21;H;361.085608
O.E.20.P.2.D.22;;H;361.085608
O.E.20.P.2.D.22.d;E20.P2.D22;H;361.085608
O.E.20.P.2.D.23;;H;361.085608
O.E.20.P.2.D.23.d;E20.P2.D23;H;361.085608
O.E.20.P.2.D.24;;H;361.085608
O.E.20.P.2.D.24.d;E20.P2.D24;H;361.085608
O.E.20.P.2.G;;H;2443.507283
O.E.20.P.2.G.d;E20.P2;H;2443.507283
O.E.20.P.3;;H;2082.421675
O.E.20.P.3.D;E20.P3.D;H;1083.256824
O.E.20.P.3.D.31;;H;361.085608
O.E.20.P.3.D.31.d;E20.P3.D31;H;361.085608
O.E.20.P.3.D.32;;H;361.085608
O.E.20.P.3.D.32.d;E20.P3.D32;H;361.085608
O.E.20.P.3.D.33;;H;361.085608
O.E.20.P.3.D.33.d;E20.P3.D33;H;361.085608
O.E.20.P.3.D.34;;H;361.085608
O.E.20.P.3.D.34.d;E20.P3.D34;H;361.085608
O.E.20.P.3.G;;H;2082.421675
O.E.20.P.3.G.d;E20.P3;H;2082.421675
O.E.20.P.4;;H;1805.428040
O.E.20.P.4.D;E20.P4.D;H;1805.428040
O.E.20.P.4.D.41;;H;361.085608
O.E.20.P.4.D.41.d;E20.P4.D41;H;361.085608
O.E.20.P.4.D.42;;H;361.085608
O.E.20.P.4.D.42.d;E20.P4.D42;H;361.085608
O.E.20.P.4.D.43;;H;361.085608
O.E.20.P.4.D.43.d;E20.P4.D43;H;361.085608
O.E.20.P.4.D.44;;H;361.085608
O.E.20.P.4.D.44.d;E20.P4.D44;H;361.085608
O.E.20.P.4.G;;H;2804.592891
O.E.20.P.4.G.d;E20.P4;H;2804.592891
O.L;;H;21720.380000
O.L.d;L;H;21720.380000
